PM2_5,PM10,NO,NO2,NH3,CO,SO2,O3
72,113.75,12.42,21.08,21.93,0.58,5.57,23.05
63.5,99,3.67,18.12,25.4,0.45,1.5,41.68
46.5,73.25,2.08,12.95,25.83,0.49,0.7,44.57
43.25,70,2.15,11.55,25.25,0.28,13.7,46.52
39,77.25,12.7,14.2,28.78,0.6,11.92,48
42.5,82.75,1.87,11.72,15.8,0.67,14.33,49.5
44.25,85.75,1.53,12.03,13.95,0.62,15.55,48
44.5,80.25,1.78,9.48,13.27,0.66,12.05,47
42.75,84.25,2.3,7.4,18.6,0.64,7.98,46.52
43.75,83.75,1.4,10,20.23,0.42,9.88,43.62
48.5,80.75,1.13,11.7,21.95,0.51,9.7,34.3
47.25,86.25,1.27,10.8,25.08,0.67,9.97,30.9
49.25,95.5,1.17,11.4,26.65,0.77,9.6,24.97
54,95.75,1.72,14.95,32.5,0.89,14.37,21.58
59.25,104,2.32,20.53,20.55,0.89,13.95,15.17
66,113,3.65,25.25,31.93,0.78,12.18,12.28
66.25,113,2.25,19.53,23.12,0.78,13.87,14.22
60.75,110.75,2.28,15.55,20.68,0.59,14.35,14.2
67.75,108.75,2.8,15.72,21.9,0.62,10.5,17.6
63,96.75,3.75,16.47,22.35,0.7,5.6,5.88
59.25,103.5,6.35,16.68,23.53,0.72,4.62,6.35
54.75,109.25,10.57,18,23.55,0.79,4.4,9.8
49.25,86.75,9.8,23.25,36.65,0.88,10.45,6.85
55,107,22,19.78,19.48,0.76,10.07,6.85
63,152,17.75,24.15,23.47,0.55,10.62,20.08
63.75,113,3.78,26.9,34.83,0.79,9.53,35.28
46.5,78.25,1.75,15.9,26,0.52,11.05,40.7
42,84,1.85,12.9,23.5,0.41,10.4,44.57
41.25,89.75,1.5,12.7,20.55,0.49,9.9,46.05
39,89,1.7,13.28,20.85,0.7,11.05,48.5
38.75,92.75,1.32,11.27,17.6,0.56,9.95,50
44,99.25,1.5,11.5,16.38,0.56,10.05,51
36,93.25,1.87,14.08,20.93,0.56,10.97,29.9
36.5,87.5,2,13.15,21.2,0.65,10.55,25.97
38,85.5,1.55,11.97,21.5,0.6,11.6,24.5
40.5,87,2.2,12.1,22.53,0.59,13.85,20.1
48.75,100.75,4.05,18.35,32.4,0.78,14.98,13.22
51,115,6.5,24.88,31.67,0.62,5.65,14.7
47.75,101.75,5.1,23.57,29,0.62,11.83,14.7
52.5,99.75,3.25,19.95,26.85,0.49,11.3,16.17
52,96.5,3,13.58,20.5,0.41,16.05,13.75
52.75,101.75,4.95,13.5,19.12,0.55,15.5,10.3
46,112.75,6.88,14.32,18.25,0.58,15.33,6.85
20,107,12.77,14.67,25.57,0.43,13.35,46.52
29.75,117.25,1.4,14.35,24.05,0.53,14.72,50.48
32.25,119.5,1.47,13.65,18.65,0.6,12.83,53.4
31.75,114.25,1.47,13.7,13.53,0.44,12.7,50.45
31.25,114.5,1.75,17.22,15.78,0.51,12.43,45.57
39.25,120.25,1.17,15.02,16.77,0.81,13.95,44.6
32.75,112,1.42,17.12,17.03,0.69,11.85,31.85
28.5,102.5,1.73,16.6,16.57,0.47,9.7,24.5
31.25,102.75,2,14.92,17.28,0.59,9.12,21.05
41.25,106,2.4,15.3,18.25,0.75,7.9,16.65
34.5,103.25,2.88,15.92,21,0.82,8.1,14.22
38.75,113,3.33,18.03,23.3,0.96,2.2,11.27
38,113.5,5.2,19.95,17.43,0.85,12.9,6.38
21,94,1.7,14.2,18.07,0.48,11.2,47.52
22.5,100.75,1.75,15.58,19.75,0.46,15.17,52.93
30.5,107,2,19.1,19.97,0.71,33,64.18
33.5,111.5,1.45,19.3,18.18,0.61,12.88,55.35
32,112.75,1.45,15.55,14.25,0.56,11.25,49
35,120.25,1.62,19.25,12.9,0.52,11.47,37.28
42.25,134.25,1.38,17.25,14.27,0.52,11.28,27.92
35.5,104,2.07,18,14.4,0.71,11.6,18.62
30.25,107,3.12,22,14.75,0.7,11.58,14.7
27.25,96,2.65,18.75,15.33,0.62,11.12,12.25
25,90,4.27,17.68,14.55,0.58,10.17,11.3
26.5,106.25,6.02,20.53,19.22,0.67,5.58,8.33
24.25,99.75,3.97,18.38,17.8,0.56,4.1,14.7
21.25,87.75,1.72,13.43,15.45,0.49,5.82,13.7
19,90,2.85,11.55,15.58,0.54,5.62,9.8
28.5,94,5.1,12.75,15.6,0.59,6.55,4.9
27.75,95.5,8.58,13.48,15.78,0.6,5.52,3.43
32.75,106.5,18.45,12.05,16.12,0.68,9.4,2.98
33,120,26.75,16.28,16.22,0.91,10.43,5.4
29.5,106,21.73,27.58,16.08,0.72,10,17.12
23.75,84,4.62,30.8,20.72,0.77,11.97,28.42
28,87,1.9,22.27,25.27,0.84,13.7,37.23
34,87,1.6,18.95,18.8,5.03,19.1,45.55
40.75,109.5,12.65,13.9,16.12,0.66,12.55,45.1
38,106.5,1.65,13.02,16.57,0.56,11.1,46.05
39.5,111.25,1.3,11.72,16.4,0.57,11.75,47
35.75,112.25,1.43,11.45,16.8,0.56,9.73,48
38.25,114,1.88,17.42,15.77,0.81,12.5,43.62
38.5,115.25,1.45,15.4,11.75,0.66,8.38,40.68
39,111.25,1.72,17.43,11.68,0.62,14.42,35.28
48.5,116.75,1.73,20.38,13.52,0.76,14.8,25.47
54.5,127,3.3,21.58,15.65,0.78,15.4,15.68
61.75,144.5,7.27,24.4,17.17,0.68,15.83,13.22
61,152,5.15,23.62,19.12,0.72,16.38,12.78
73,159,5.2,22.83,20.8,0.94,16.8,12.75
60.25,145.5,6,25.35,17,0.77,11.28,12.25
66.5,122.75,3.15,23,21.9,0.8,11.42,19.1
72.25,123,3,20.2,31.9,0.83,9.93,11.75
68.75,130.5,8.5,21.18,19.3,0.64,10,6.35
74,141,17.5,20.35,19.1,0.72,9.18,4.4
76.25,135.25,18.25,17.1,18.4,0.86,9.83,3.9
85.25,150,26.3,16.62,19.42,1.32,9.25,5.4
92,165,34.35,15.68,19.75,1.77,8.8,10.27
95.5,169.5,15,27.97,25.65,1.58,12.9,20.08
93,156.75,5.48,34.98,45.85,1.09,11.72,33.8
63,132,2.3,33,43.4,0.45,8.8,45.1
58.75,112,0.83,9.5,14.5,0.11,12.07,40.7
43,93.5,1.22,10.08,14.68,0,12.75,39.7
41.5,87.5,1.42,9.22,12.53,0,11.72,38.2
35.5,80.25,1.45,9.97,11.85,0,9.4,33.82
29.25,80.75,1.7,9.9,14.95,0,7.88,28.4
29.75,80.25,1.53,17.78,17.12,0.64,12.4,37.23
34.5,92.75,1.88,19.43,17.55,0.76,9.9,25.47
35.5,133.5,1.55,18.92,19.62,0.86,12.38,21.6
40,137.5,1.95,18.57,21.18,0.91,15.35,21.6
43.5,102.25,1.8,19.72,33.17,0.94,13.9,18.63
38.5,94.5,2.22,20.4,33.15,0.73,14.85,15.2
46.75,107,2.2,21.12,20.5,0.73,12.17,15.67
47.75,116.25,2.2,20.55,21.3,0.62,14.07,14.2
46.25,124.5,2.12,18.2,21.5,0.73,11.93,8.33
49,120,2.65,18.77,21.97,0.69,9.68,6.85
46.25,121.25,2.55,17.73,21.32,0.7,10.67,7.33
49.75,128.25,3.35,16.55,21.5,0.74,9.82,3.45
46.75,130.5,5.78,20.2,23,0.66,10.1,3.93
42.25,123.5,16.67,23.4,41.35,0.79,9.33,2.95
51,161,21.15,20.23,22.33,0.9,10.5,8.35
59,134.5,11.45,25.33,26.12,0.78,13.18,16.65
59,127,3.55,22.1,28.88,0.69,11.68,20.55
41.75,103,1.95,14.57,19.45,0.62,8.5,28.45
42,126.25,1.95,13.45,21.2,0.42,66.75,28.92
34.5,150.5,13.88,36.88,16.92,0.83,95.98,32.33
31.5,96,2,26.8,19.82,0.86,92.3,51.92
38.25,100.25,1.65,19.23,24.15,0.88,56.65,72.02
45.5,106.75,2.45,16.12,27.1,0.88,32.38,78.88
47,115,3.2,14.78,26.15,0.82,19.98,62.7
40.5,111,5.15,16.2,18.67,0.96,10.73,48.98
37.5,111.5,4.18,18.18,15.62,1.01,8.8,30.38
37.5,128,4.43,9.3,18.18,0.97,7.23,20.58
32,85.5,4.85,10.88,18.42,0.89,6.95,18.6
30.75,78,4.02,15.03,22.65,0.93,7.9,21.55
31.5,80,4.8,20.88,20.82,0.87,7.5,11.8
33,85,4.95,20.3,61.08,0.85,9.15,14.72
38.5,93,3.7,29.55,49.42,0.87,7.88,6.85
36,82,9.65,31.12,21.12,0.86,9.73,5.85
45,86.25,2.7,24.17,15.05,0.75,5.73,10.8
39.25,97.75,6.88,27.78,20.97,0.71,6.1,11.8
41,126.75,11.03,29.67,16.17,0.8,6.23,5.9
41.75,111.75,18.78,32.38,16.87,0.87,6.45,3.93
35,97.75,23,33.97,17.3,0.93,7.85,5.4
40.25,104.75,18.58,26.48,19.45,1.06,9.85,10.3
49.25,93.25,4.18,10.33,17.17,0.74,8.23,18.1
27.5,46,3.85,9,15.3,0.82,10.22,17.65
23.25,57.25,5.33,14.15,15.75,0.71,25.5,21.05
29.5,74.5,4.35,14.25,30.55,0.43,32.4,30.4
35.25,89.75,13.65,14.7,14.73,0.91,31.15,37.23
42.25,108.5,2.37,11.25,16.03,0.8,27.88,48.03
54.5,115,3.25,14.05,13.2,0.87,22.05,54.88
36.75,95,4.7,14.78,9.67,0.75,17.23,52.93
41.25,96.5,3.1,11.75,11.05,0.69,17.82,54.88
40.75,97,3.8,21.33,11.35,0.63,14.62,46.07
44.25,115.75,6.35,40.65,12.65,0.78,13.6,29.38
39.25,128.25,3.23,24.32,13.58,0.71,10.97,24
39.25,126.25,5.68,23.47,14.88,0.71,10.5,15.17
34.25,105.25,3.23,22.28,14.02,0.83,9.98,12.28
27.5,94.75,4.05,31.38,15.17,0.9,12.35,7.83
32,97,3.6,28.17,14.5,0.83,11.67,6.35
34.25,116.5,4,34.1,17.53,0.79,9.87,3.93
34,88.25,5.23,36.63,30.15,0.89,9.55,4.9
38.5,92.75,15.65,32.78,19.35,0.87,7.48,21.6
33,80.5,6.35,30.48,13.45,0.77,8.28,4.88
27.75,60.25,17.72,29.97,10.08,0.77,7.92,4.4
28.5,85.5,8.55,21.78,19.1,0.74,9.8,7.35
24.75,74.75,4.92,9,25.45,0.69,10.17,16.65
18,41,4.17,9.98,23.2,0.69,11.78,19.6
25.5,49.5,3.05,8.73,13.2,0.75,10.3,20.08
30.5,64.25,2.75,9.6,14.1,0.62,8.17,32.82
32.75,77,1.82,7.95,9.78,0.68,8.37,36.73
34.25,76.75,2.8,7.62,7.95,0.54,8.82,39.68
32,76,2.35,5.82,9.85,0.57,11.08,48.52
29.25,77.5,2.73,6.7,9.08,0.56,8.45,53.4
40.25,83,3.02,11.17,9.35,0.6,8.38,53.9
35,94,2.32,8.43,9.02,0.68,7.48,43.62
37.75,101,3.07,14.6,10.38,0.6,9.03,35.27
42.75,121.25,2.93,15.9,11.2,0.65,8.4,26.45
35.5,88,3.65,18.45,11.7,0.71,7.65,15.65
38,81.25,2.35,14.75,12.33,0.79,7.7,10.8
37,69.75,5.05,18.5,16.2,0.82,9.23,13.25
34,60,4.05,22.65,29.75,0.83,8.3,6.85
27.5,61.5,2.05,21.42,28.05,0.79,4.13,10.8
33.5,58.75,1.9,21.95,21.7,0.76,4.8,8.8
36.75,109.5,4.15,16.55,10.65,0.34,19,45.07
27,84,16.92,12.65,8.88,0.7,12.25,41.68
26.5,74.75,3.9,10.38,7.2,0.61,11.03,43.62
26.25,73,3.27,9.2,7.58,0.6,8.78,44.1
28,69.25,3.5,8.85,7.7,0.61,6.4,39.2
21.75,61.5,3.45,8.15,7.85,0.6,7.15,36.75
21,45,3.25,11.58,7.9,0.48,6.73,31.87
23.5,76,3.72,23.83,9.2,0.59,11.62,23.53
22,97,4.8,28.45,8.8,0.66,11.7,18.6
48,97,3.4,28.2,11.5,0.82,14.3,11.8
48,97,5.5,31.6,11.6,0.84,13.7,9.8
48.75,119.5,2.5,35.8,11.83,0.84,11.92,7.33
53,129,3.65,49.18,12.53,0.85,11.55,4.9
57.75,106,2.62,40.88,14,0.86,11.12,16.15
52,98.5,3.48,34.12,12.67,0.8,10.75,9.83
48.25,93.75,2.73,30.57,14.05,0.76,11.7,13.22
57.25,97.25,12.55,44.35,12.78,0.89,10.92,9.8
65,115.75,15.53,40.85,14.93,0.94,10.52,10.78
63,120.5,4.2,21.65,14.72,0.75,12.88,26.47
48,83,2.85,13.4,13.35,0.73,15.28,32.35
40,80.25,3.25,10.83,12.1,0.66,12.3,35.77
35.25,74,3.55,13,12.65,0.52,16,36.73
28.5,68.25,3,9.5,11.88,0.52,20.52,37.73
23.25,59.75,2.95,9.4,11.55,0.41,20.25,40.18
19.75,56.25,2.4,6.42,10.62,0.33,11.08,35.75
14,45.75,2.8,6.55,9.8,0.27,9.23,31.4
10.25,39.75,3.5,7.38,9.65,0.33,8.32,30.4
14.75,42.5,3.7,9.68,9.9,0.52,6.32,26.95
8,44,3.8,18.2,15.1,0.74,15.6,19.6
32.75,78.25,4.48,23.85,9.55,0.75,7.75,10.3
33,85.25,2.07,18.4,12.07,0.72,11,14.23
36,104,2.58,34.07,11.35,0.75,8.15,8.3
34,108,1.7,22.95,14.5,0.73,5.7,11.8
31.75,66.5,11.48,40.27,14.3,0.82,1.68,15.65
33.75,82.5,5.85,31.55,12.82,0.8,3.07,4.93
34.75,77,13.4,37,13.85,1.03,7.35,2.95
44.75,95.5,52.45,38.52,16.43,1.72,9.4,3.9
60.25,109.5,32.88,33.92,18.15,1.86,10.27,3.93
56.75,108.5,6.1,17.83,15.05,1.08,8.6,16.68
32.5,71,4.98,12.5,13.05,0.87,7.98,22.08
24,60.75,4.45,10.9,16.05,0.86,8.1,33.8
20.5,57,4.1,12.35,17.7,0.22,13.35,30.4
19.25,55.25,14.97,10.55,11.65,0.48,11.65,35.27
19.5,50.5,5.85,14.58,8.42,0.53,9.88,34.8
17.5,51.5,6.05,12.43,12.77,0.56,12.65,35.27
16.75,51,3.75,8.12,7.95,0.53,10.82,34.8
17.5,53.75,3.25,7.12,6.55,0.52,9.12,32.35
13.75,53.5,4.52,16.27,16.93,0.49,9.95,28.42
16.25,57.25,9.67,33.17,11.65,0.63,9.15,18.1
20.5,77.5,10.93,36.4,9.15,0.56,8.45,11.78
32.25,134.25,6.25,31.83,10.6,0.68,9.72,9.3
35.75,169.5,28,41.17,10.8,0.75,10.27,6.35
37.25,136,38.07,48.08,9.22,0.8,11.43,2
44.25,155.5,44.17,45.35,10.9,0.92,11.92,2
44,142.25,34.8,45.22,14.03,0.83,9.75,2
41,116,21.93,49.87,11.52,0.85,10.4,2
42,107.75,38.58,45.9,17.93,0.84,8.15,2
43.5,107.75,38.35,41.1,9.7,0.82,9.2,18.65
47.5,140.25,45.68,45.9,9.75,0.85,7.33,2
52,121.75,27.85,36.78,16.28,1.96,10.15,3.43
65.75,131,41.82,32.67,15.58,1.85,11.43,3.9
53.5,177.75,62.2,36.55,12.4,1.48,11.02,3.9
49,173.25,14.45,29.9,8.52,0.99,9.53,9.78
30.5,84.75,6.55,14.97,17.45,0.83,10.02,20.1
27.75,63.5,4.33,9.4,17.65,0.78,9.1,23.05
24.75,50.25,4.15,9.95,13,0.31,7.4,29.4
28.5,64.25,15.4,13.65,16.75,0.56,9.17,33.32
32.75,77.25,4.73,12.35,16.3,0.55,10.95,41.15
31.25,79.75,4.4,10.2,15.4,0.49,12.45,45.57
30,82.75,5.73,14.05,14.95,0.48,11.2,43.1
31.75,75.5,5.32,13.83,25.15,0.5,10.72,41.68
31.5,76.75,6.53,19.55,12.78,0.6,9.25,29.4
39.5,84.5,6.67,17.13,11.82,0.46,8.58,18.6
35.75,92,5.15,21.87,12.6,0.64,9.03,14.2
43.5,109,8.67,15.23,12.12,0.61,7.43,12.75
36.5,82.75,14.25,23.9,11.35,0.64,7.95,10.8
46.75,95.25,10.25,25.55,12.75,0.7,10.15,7.83
46,99,8.85,31.27,14.22,0.86,9.68,6.85
43.25,83.75,4.8,26.72,13.98,0.8,7.9,8.8
38.75,66,6.53,29.73,13.15,0.81,7.2,7.33
40,69,2.75,20.98,13.83,0.81,6.6,11.8
37.25,69,1.52,17.7,14.77,0.79,6.05,12.23
36.5,68.25,1.9,15.4,14.62,0.79,6.08,10.3
29.5,57,8.28,17.35,14.08,0.77,6.1,6.85
23.25,33,16.4,35.95,14.8,0.88,6.53,2.48
28.75,43.75,6,18.6,13.98,0.84,7.1,7.8
33,48.75,4,14.73,15.08,0.76,6.65,10.8
31.75,53.5,5.85,14.85,15.58,0.87,6.8,12.25
35.25,70.25,5.52,12.55,14.55,0.79,6.25,17.63
29.5,72.25,2.7,7.2,20.9,0.43,11.95,56.85
32,80.75,16.22,16.85,16.55,0.77,10.08,37.75
44,93.25,4.75,14.3,13.43,0.59,11.47,50.48
42.25,84.5,3.85,12.42,14.1,0.59,11.73,50.98
37.5,75.25,2.85,8.75,12.82,0.61,9.4,51.95
39,80.25,3.67,12.92,12.93,0.69,8.45,46.05
40.75,89.25,5.9,19.08,11,0.68,5.8,33.8
44.75,106,5.28,16.3,14.5,0.69,9.88,32.82
41.25,103.75,4.8,15.08,12.42,0.72,7.23,25
43,93.75,4.35,17.25,12.12,0.78,7.75,21.05
47.5,116.5,4.7,27.28,13.27,0.86,7.9,15.2
52.25,138,5.55,33.35,13.03,0.86,8.2,10.3
57.75,161.25,37.45,41.35,12.4,1.09,8.47,4.93
73.25,181.75,51.68,51.82,12.17,1.18,9.82,2.95
72.25,161.5,14.7,49.58,13.65,1.06,8.9,3.93
57.75,134,10.6,46.2,13.08,1.03,9.4,3.95
58.25,117.5,12.88,41,13.15,1.01,10.38,16.65
63.25,122.5,26.85,53.5,13.08,1.05,9.8,2
63.75,138.75,6.52,38.47,12.67,0.86,8.45,10.77
64.5,110.5,13.77,37.92,16.38,1.41,8.6,6.88
77.5,127.25,15.53,35.33,17.75,1.69,10,6.38
79.5,144.75,9.57,37,14.58,1.07,10.85,18.1
62.75,120.5,6.3,23.7,13.82,0.91,10.6,25.97
60,113,4.5,14.3,13.78,0.91,9.55,38.22
52.75,109,4.7,11.85,15.9,4.51,14,46.55
47.25,114.75,3.9,12.83,15.65,0.55,13.83,49.5
45,96,4.27,10.92,15.05,0.5,12.73,48
41.75,82.75,3.1,7.07,14.45,0.45,10.88,47.05
40.25,81.25,5.53,11.67,11.6,0.57,8.6,40.68
46,89.25,3.97,11.15,12.45,0.52,7.63,34.8
44.5,97.25,4.85,20.3,12.7,0.6,9.88,27.95
50.5,124.25,7.05,32.1,13.37,0.73,10.55,18.6
56.5,160.25,11.15,37.07,14.28,0.78,9.75,12.75
63.75,139.75,8.8,31.45,14.55,0.78,9.8,9.8
72,139,4.08,24.63,13.97,0.78,8.93,10.8
67,113,10.92,37.82,13.38,0.86,9.45,7.8
67.75,140.25,8.15,42.7,14.47,0.86,8.85,7.33
72.5,149.75,9.73,36.6,15.7,0.91,10.42,9.8
64.5,121.75,23.25,44.25,14.12,1,9.55,4.9
71,120.5,19.98,43.25,13.23,0.93,8.9,11.8
69,120.25,27.82,44.58,15.88,1,10.42,4.9
71.75,124.5,6.47,34.9,17.85,1.04,10.55,10.3
72.5,129,8.45,30.75,17.98,1.23,9.4,8.3
77,138,6.18,22.4,19.65,1.12,8.8,12.75
67.25,109,7.05,20.1,18.43,1,8.48,16.65
63.5,104,4.17,14.25,17.92,0.86,11.05,25.47
59.75,104,4.6,16.38,19.65,0.9,14.75,33.32
62.25,119.5,3.15,13.3,22.2,0.37,26.05,60.28
63.75,110.5,14.05,12.6,16.75,0.83,21.93,50
66,106,3.38,10.37,18.77,1.03,22.42,54.4
65.5,110.25,2.75,10.72,16.68,0.96,18.57,53.43
57,109,3.02,14.22,15.45,1.07,18.2,55.38
58.5,113.75,3.43,10.7,16,1.08,15.15,49.02
56,114.25,3.27,8.97,16.63,0.81,12.78,38.22
52.5,106.75,3.3,8.7,15.2,0.75,7.8,28.42
51,100,2.63,13.1,15.8,0.72,11.68,30.87
47.75,89.75,4.55,10.15,16.3,0.73,10,24.03
45.5,79.25,7.65,18.77,14.25,0.82,9.78,17.6
50.5,92.5,5.85,23.93,14.43,0.89,9.45,15.2
53.75,118.25,6.57,16.53,15.85,0.96,8.15,16.17
56.25,131,2.5,20.55,14.42,0.77,7.78,14.23
48,103.5,2.7,17.23,16.1,0.7,8.23,14.2
53.5,94.75,4.1,33.75,14.35,0.77,8.1,6.85
66.75,105,4.53,44.15,15.45,0.87,7.12,4.9
57.5,129.5,14.73,47.88,14.62,0.72,7.23,4.43
59,132.25,12.95,40.4,14.93,0.47,8.18,4.4
58.25,138.75,14.27,30.43,16.17,0.48,5.2,3.9
58.25,143.75,24.75,38.77,15.4,0.73,4.38,4.9
60,122.75,7.1,22.45,15.85,0.59,3.9,17.65
45,86,2.9,7.32,13.67,0.49,2.85,28.92
43.5,77.25,2.7,10.05,13.08,0.34,2.3,35.75
40.75,80.25,2.2,7.6,14.2,1.02,4.75,41.18
45,84,5.13,12.08,14.15,0.38,8.8,43.12
40.75,76.25,2.47,8.75,11.82,0.34,7.3,48
37,80,2.33,8.27,13.15,0.48,5.88,52.95
48,86.25,2.85,11.48,13.85,0.55,5.25,54.9
49.5,100.75,2.8,12.3,14.42,0.62,7.1,55.38
51.5,104.5,3.13,13.93,15.12,0.68,6.57,49.48
45.75,101.75,3.45,11.7,14.15,0.65,8.95,31.85
37.5,95.25,2.78,12.18,13.12,0.63,8.6,28.4
40.25,88,2.95,11.4,11.78,0.63,6.6,28.9
37.25,90.75,4.6,22.9,10.38,0.71,10.8,24
44,88.5,3.45,15.9,12.2,0.7,9.67,22.08
44,84,3.1,16.02,11.45,0.71,8.53,20.6
38.5,87.75,4.35,27.17,13.05,0.69,6.65,14.7
38,101,2.78,13.92,12.22,0.7,6.48,19.1
40.25,72.75,3.12,19.23,13.58,0.73,5.98,18.6
38,74.75,2.77,16.28,13.3,0.76,4.4,25.45
38.75,66.5,3.55,17.15,13.12,0.83,5.8,21.55
45,77,2.75,19.22,15.85,0.96,5.48,18.15
50.5,83.75,2.52,14.57,16.35,1.14,7.8,20.6
55.5,88.25,3.35,16.75,17.97,1.56,8.78,17.63
56,93.25,3.8,16.1,15.8,1.07,10.05,26.95
51.25,86,2.65,11.15,15.17,0.9,9.12,38.7
46.5,82.25,2.1,9.9,14.9,0.83,12.25,46.05
47.5,88,2.2,7.6,15.6,0.58,7.38,50
44.25,86,3.02,7.67,12.22,0.66,9.8,47.5
38.5,82.5,2.15,6.3,12.35,0.62,12.9,48
37.5,75.5,2.38,6.8,12.3,0.62,11.97,47
36,71,2.47,6.47,12.3,0.61,11.08,44.57
34,61,2.72,7.25,12.15,0.57,10.65,40.2
28,58,2.58,6.5,12.25,0.64,12.18,38.23
28.75,62.25,2.55,9.25,12.65,0.62,4.12,32.35
32.75,79.25,1.97,13.7,12.27,0.66,2.45,26.45
39.75,92.25,2.23,15.4,12.08,0.78,7.78,23.53
45,89.25,2.2,13.28,12.68,0.77,9.78,23.5
45.75,80,2.38,16.2,12.55,0.78,9,19.6
48.25,89.25,3.08,24.62,13.23,0.83,9.15,13.73
48.25,100.25,3.4,26.25,14.55,0.89,9.95,14.7
45,97.75,1.75,16.85,13.05,0.75,8.23,20.08
42,79,2.82,31.25,12.5,0.84,8.03,12.75
40,94,3.15,19.47,13.1,0.72,7.68,21.08
36.75,70.75,2.18,11.13,14.17,0.87,6.93,24
38.5,68.5,2.03,15.42,14.25,0.83,5.82,18.63
47,84.5,16.87,36.55,14.48,1.03,7.65,9.8
49.25,96.25,16.95,34.58,14.07,1.03,8.28,13.25
45.75,101,3.88,14.23,14.08,0.71,7.35,27.45
36.5,70,6.12,12.78,12.58,0.39,6.93,28.9
19.5,49.5,5.6,10.77,13.12,0.41,6,27.9
17.75,49.75,5.1,13.5,12.6,0.24,8.35,27.4
17,46,6.15,14.05,12.2,0.53,9.83,30.85
20,64.25,6.13,14.83,16.97,0.43,6.48,31.87
18.75,57.5,4.8,14.85,15.97,0.49,6.95,37.73
24.75,54.5,5.23,14.45,15.83,0.57,8.18,36.25
25.25,58.75,4.75,12.55,14.18,0.57,7.28,33.32
22.75,59,6.2,12.9,8.72,0.55,7.65,28.9
27.75,64.25,6.38,21.88,8.4,0.52,7.7,19.13
19.25,80,7.7,25.75,8.48,0.64,7.48,11.78
25.75,104,5.08,18.57,9.2,0.67,7.2,11.3
32.75,91.25,4.72,18.15,9.5,0.85,8.05,9.8
30,77.25,14.2,22.33,8.42,0.89,8.88,5.88
33.75,78.5,13.17,28.4,10.35,0.77,9.52,2.48
34.75,100.5,7.03,24.55,10.53,0.81,12.42,2.95
31.5,85.75,8.47,28.32,10.5,0.72,10.4,3.43
30.25,98.5,15.4,29.53,12.3,0.72,10.25,5.9
22,90,5.95,24.02,13.05,0.72,8.05,4.9
22.25,88,8.03,24.95,11.4,0.72,8.08,3.45
25,119.25,18.68,30.28,10.75,0.69,9.25,2
32,117.25,65.9,37.02,10.55,1.07,10.53,2.95
36,98.25,21.78,32.33,11.98,0.92,10.2,2.95
36.5,83.5,10.42,20.97,13.27,0.9,9.8,10.3
27.5,53.5,5.65,15.25,13.33,0.83,10.02,18.62
22.5,49,5.5,14.67,13.13,0.77,11.4,25
20.75,52.5,5.65,19.7,15.75,0.58,12.57,25.97
20.75,64.75,3.82,11.92,14.48,0.75,10.53,32.33
21.5,63,5.5,13.97,10.78,0.41,5.9,36.25
18.25,55.25,5.25,11.12,10.43,0.34,9.35,39.7
15.25,55.25,4.38,12.75,9.52,0.4,9.05,40.2
22.5,64,3.72,11.15,10.7,0.48,9.12,39.2
24,72.25,4.38,12.2,10.35,0.61,11.5,36.25
25.25,81.75,6.07,20.15,10.12,0.64,8,27.42
28.5,94.25,7.6,19.95,10.6,0.77,6.67,16.65
28,107,10.4,22.28,11.25,0.88,6.17,9.3
29.5,98.75,7.33,18.15,11.45,0.86,8.87,4.4
26,69.75,7.48,16.07,12.73,0.85,8.78,3.9
27,57,14.95,25.35,9.9,0.75,8.18,2
26.75,81.5,4.8,19.28,12.48,0.9,4.77,3.9
25.5,54.25,4.7,19.05,11.8,0.94,2.5,4.4
22.75,41,7.65,17.1,11.72,0.69,3.02,4.9
20.75,48.5,6.72,17.7,12.5,0.77,3.85,2.95
26,62.25,8.75,18.5,12.08,0.61,2.22,2
25.5,61.5,10.58,22.35,12.88,0.4,1.4,2
28.25,68.75,13.6,24.95,14.27,0.52,7.32,3.9
38,97.75,14.55,20.6,11.98,0.56,10.15,3.45
26.25,72.75,6.35,13.28,12.85,0.61,9.38,6.38
18.25,51.75,4.88,8.1,12.42,0.36,6.53,12.28
18.75,45.5,5.4,9.72,11.75,0.61,6.8,19.6
21,50,5.4,10.8,13.45,0.23,14.65,25.45
27,57.5,3.7,9.32,20.08,0.45,14.25,28.9
21.25,54.25,4.85,10.5,10.97,0.41,17.57,31.35
30.75,58.25,4.73,10.23,12.22,0.36,15.4,31.85
29.75,62,6.8,12.6,10.82,0.38,13.8,28.4
26,68.25,4.05,9.62,25.55,0.43,12.7,25.95
17,60,3.85,10.15,28.1,0.59,9.45,22.55
36,60,5.9,10.9,8.9,0.62,13,13.7
35.5,60.75,5.72,10.7,9.27,0.49,13.4,16.65
35.25,65,6.05,13.6,12.65,0.65,19.6,29.4
36.25,71.25,4.45,13.15,9.75,0.68,26.47,32.37
28.25,76.75,5.52,12.92,9.77,0.52,22.18,34.3
28,84.5,3.97,11.53,8.87,0.41,12.85,34.3
23.25,67.75,4.05,10.67,11.93,0.66,9.88,33.8
21,74.5,4.25,5.73,9.45,0.68,10.15,28.9
24,73,4.35,7.75,9.6,0.5,9.83,20.1
21.75,58,5.88,9.12,10.88,0.53,9.83,17.15
21.5,52,8.4,16.12,11.37,0.6,7.1,11.78
